t_ref,t_rec,hdg_deg,dpsi_deg,dpsi_imu_deg,gyro_inc_deg,gz_cum_deg,hd_ok,quality,sats,gz_max,course_deg,speed_ms,course_minus_hdgyaw,yaw_in_deg,meas_state,meas_published,meas_used_yaw_deg,meas_hold_count,meas_valid,meas_reanchor,meas_fallback_b,gate_delta_deg,gate_budget_deg,anchor_t_ref,age_since_anchor_s,node_state_both,node_state_gated,dev_stock,dev_stock_published,dev_gated,dev_gated_published,dev_meas,dev_meas_published,dev_both,dev_both_published
1537.15,1541.37,31.2352,-5.706,-4.902,4.60826,-110.804,1,4,22,0.442,59.6525,3.49946,0.887654,58.7648,NOPUB,0,nan,2,0,0,0,47.0895,17.903,1529.32,7.833,accept (re-anchored by gyro),stale (withholding /odometry/gps),3.14006e-05,1,nan,0,0.325486,1,0.333736,1
1537.36,1541.57,27.648,-3.5872,-5.072,4.8259,-105.978,1,4,22,0.4508,63.0872,3.6748,0.735179,62.352,NOPUB,0,nan,2,0,0,0,45.8508,17.926,1529.32,8.03347,accept (re-anchored by gyro),stale (withholding /odometry/gps),0.000147513,1,nan,0,0.318405,1,0.311426,1
1537.56,1541.77,23.2675,-4.3805,-4.938,4.64604,-101.332,1,4,22,0.4421,68.3825,3.75005,1.65005,66.7325,NOPUB,0,nan,2,0,0,0,45.5853,17.9489,1529.32,8.23403,accept (re-anchored by gyro),stale (withholding /odometry/gps),2.30868e-05,1,nan,0,0.308242,1,0.308231,1
1537.76,1541.97,17.1056,-6.1619,-4.739,5.72323,-95.6087,1,4,22,0.4383,74.0341,3.82589,1.13968,72.8944,NOPUB,0,nan,2,0,0,0,46.0239,17.9719,1529.32,8.43462,accept (re-anchored by gyro),stale (withholding /odometry/gps),5.73847e-05,1,0.585945,1,0.319278,1,0.316641,1
1537.96,1542.17,13.4271,-3.6785,-4.38,1.54436,-94.0644,1,4,22,0.3948,76.9427,3.91976,0.369799,76.5729,NOPUB,0,nan,2,0,0,0,48.1581,17.9949,1529.32,8.63513,accept (re-anchored by gyro),stale (withholding /odometry/gps),2.64008e-05,1,0.57161,1,0.316451,1,0.312801,1
1538.16,1542.37,9.021,-4.4061,-4.097,6.45617,-87.6082,1,4,22,0.3626,80.9125,4.00046,-0.0664625,80.979,NOPUB,0,nan,2,0,0,0,46.108,18.018,1529.32,8.83629,accept (re-anchored by gyro),stale (withholding /odometry/gps),1.38924e-05,1,0.553665,1,0.3196,1,0.314663,1
1538.36,1542.57,5.4487,-3.5723,-4.129,3.71162,-83.8966,1,4,22,0.364,85.0577,4.05247,0.506449,84.5513,NOPUB,0,nan,2,0,0,0,45.9687,18.0409,1529.32,9.03676,accept (re-anchored by gyro),stale (withholding /odometry/gps),2.24722e-05,1,nan,0,0.318831,1,0.311551,1
1538.56,1542.77,359.505,-5.9432,-3.902,4.89995,-78.9966,1,4,23,0.3565,89.0856,4.07302,-1.4089,90.4945,NOPUB,0,nan,2,0,0,0,47.012,18.0639,1529.32,9.23719,accept (re-anchored by gyro),stale (withholding /odometry/gps),0.0146032,1,nan,0,0.324724,1,0.323284,1
1538.76,1542.97,356.049,-3.4562,-3.941,3.73296,-75.2637,1,4,23,0.3549,93.5454,4.03266,-0.405308,93.9507,NOPUB,0,nan,2,0,0,0,46.7352,18.0869,1529.32,9.43762,accept (re-anchored by gyro),stale (withholding /odometry/gps),1.9105e-05,1,nan,0,0.323207,1,0.320476,1
1538.96,1543.17,352.176,-3.8737,-4.017,2.58091,-72.6828,1,4,23,0.3573,97.067,3.96294,-0.757375,97.8244,NOPUB,0,nan,2,0,0,0,48.028,18.1098,1529.32,9.63808,accept (re-anchored by gyro),stale (withholding /odometry/gps),5e-06,1,0.47776,1,0.330563,1,0.319568,1
1539.16,1543.37,347.837,-4.3386,-4.281,5.26141,-67.4214,1,4,23,0.3752,100.314,3.99726,-1.84856,102.163,NOPUB,0,nan,2,0,0,0,47.1052,18.1329,1529.32,9.83908,accept (re-anchored by gyro),stale (withholding /odometry/gps),1.41421e-06,1,nan,0,0.344753,1,0.32538,1
1539.36,1543.57,343.554,-4.2831,-4.446,3.96305,-63.4583,1,4,23,0.399,105.132,3.99348,-1.31367,106.446,NOPUB,0,nan,2,0,0,1,nan,nan,1529.32,10.0395,accept (re-anchored by gyro),stale (withholding /odometry/gps),7.2111e-06,1,8.37616e-05,1,0.368605,1,0.318762,1
1539.56,1543.77,339.049,-4.5051,-4.675,5.81714,-57.6412,1,4,21,0.4307,111.011,3.89488,0.059973,110.951,ACCEPT,1,110.951,0,1,1,1,4.5051,17.0054,1539.56,0,accept (re-anchored by gyro),accept (re-anchored by two),8.06226e-06,1,0.0207674,1,0.31989,1,0.344375,1
1539.76,1543.97,333.889,-5.1603,-4.963,4.67155,-52.9696,1,4,21,0.4478,115.952,3.75525,-0.159033,116.111,ACCEPT,1,116.111,0,1,0,0,5.1603,17.0054,1539.76,0,hold,accept (re-anchored by two),8.94427e-06,1,0.00569601,1,8.94427e-06,1,0.373058,1
1539.96,1544.17,329.879,-4.0094,-5.26,5.00065,-47.969,1,4,21,0.4703,121.479,3.54091,1.35803,120.121,ACCEPT,1,120.121,0,1,0,0,4.0094,17.0054,1539.96,0,hold,accept (re-anchored by two),4.998e-05,1,0.00187286,1,0.00187286,1,0.394824,1
1540.16,1544.38,324.005,-5.8745,-5.351,5.02909,-42.9399,1,4,21,0.4741,127.609,3.41514,1.6137,125.995,ACCEPT,1,125.995,0,1,0,0,5.8745,17.0054,1540.16,0,stale (withholding /odometry/gps),accept (re-anchored by two),2.06155e-05,1,2.06155e-05,1,0.011589,1,0.425836,1
1540.37,1544.58,319.858,-4.1467,-5.266,4.72286,-38.217,1,4,21,0.463,132.963,3.37367,2.82104,130.142,ACCEPT,1,130.142,0,1,0,0,4.1467,17.0054,1540.37,0,stale (withholding /odometry/gps),accept (re-anchored by two),0.00464664,1,0.00465371,1,0.00465586,1,0.447057,1
1540.57,1544.78,312.253,-7.6053,-5.398,6.71291,-31.5041,1,4,21,0.4893,138.485,3.39369,0.737939,137.747,ACCEPT,1,137.747,0,1,0,0,7.6053,17.0054,1540.57,0,stale (withholding /odometry/gps),accept (re-anchored by two),0.0176464,1,0.028165,1,0.0176464,1,0.484437,1
1540.77,1544.98,307.152,-5.1002,-5.641,5.35361,-26.1505,1,4,21,0.495,145.039,3.36845,2.19165,142.848,ACCEPT,1,142.848,0,1,0,0,5.1002,17.0054,1540.77,0,stale (withholding /odometry/gps),accept (re-anchored by two),0.00221639,1,2.10238e-05,1,0.00221639,1,0.50832,1
1540.97,1545.18,302.012,-5.1409,-5.962,5.61351,-20.537,1,4,21,0.5398,151.174,3.27099,3.18543,147.988,ACCEPT,1,147.988,0,1,0,0,5.1409,17.0054,1540.97,0,stale (withholding /odometry/gps),accept (re-anchored by two),0.0275938,1,2.72947e-05,1,0.00273118,1,0.531374,1
1541.17,1545.38,296.555,-5.4569,-6.16,5.50894,-15.0281,1,4,21,0.5415,157.857,3.17443,4.41135,153.445,ACCEPT,1,153.445,0,1,0,0,5.4569,17.0054,1541.17,0,stale (withholding /odometry/gps),accept (re-anchored by two),0.00796883,1,0.023438,1,0.000480243,1,0.554674,1
1541.37,1545.58,290.466,-6.0886,-6.36,7.89934,-7.12872,1,4,21,0.5588,164.29,3.08533,4.75597,159.534,ACCEPT,1,159.534,0,1,0,0,6.0886,17.0054,1541.37,0,stale (withholding /odometry/gps),accept (re-anchored by two),0.00109526,1,0.0132025,1,0.00109431,1,0.579187,1
1541.57,1545.78,284.214,-6.2523,-6.16,5.83056,-1.29816,1,4,23,0.5436,169.51,3.04085,3.72393,165.786,ACCEPT,1,165.786,0,1,0,0,6.2523,17.0054,1541.57,0,stale (withholding /odometry/gps),accept (re-anchored by two),0.00536996,1,0.0149599,1,0.00536996,1,0.602655,1
1541.77,1545.98,278.241,-5.9725,-6.07,5.75944,4.46128,1,4,23,0.5391,176.352,2.9786,4.59305,171.759,ACCEPT,1,171.759,0,1,0,0,5.9725,17.0054,1541.77,0,stale (withholding /odometry/gps),accept (re-anchored by two),0.00606069,1,0.0138814,1,0.00606069,1,0.623399,1
1541.97,1546.18,271.946,-6.2952,-5.846,5.55677,10.018,1,4,23,0.5257,-177.626,2.88307,4.3196,178.054,ACCEPT,1,178.054,0,1,0,0,6.2952,17.0054,1541.97,0,stale (withholding /odometry/gps),accept (re-anchored by two),0.0113388,1,0.035413,1,0.0113338,1,0.643429,1
1542.17,1546.38,266.091,-5.8546,-5.749,5.4492,15.4672,1,4,23,0.5073,-171.942,2.78621,4.14916,-176.091,ACCEPT,1,-176.091,0,1,0,0,5.8546,17.0054,1542.17,0,stale (withholding /odometry/gps),accept (re-anchored by two),0.0127165,1,0.0127087,1,0.0127165,1,0.660318,1
1542.37,1546.59,260.016,-6.0757,-5.413,6.51159,21.9788,1,4,23,0.4858,-166.041,2.67757,3.97429,-170.016,ACCEPT,1,-170.016,0,1,0,0,6.0757,17.0054,1542.37,0,stale (withholding /odometry/gps),accept (re-anchored by two),0.00720849,1,0.0176462,1,0.0107174,1,0.67602,1
1542.57,1546.79,255.085,-4.9308,-5.144,4.85353,26.8324,1,4,22,0.4797,-160.569,2.49629,4.51541,-165.085,ACCEPT,1,-165.085,0,1,0,0,4.9308,17.0054,1542.57,0,stale (withholding /odometry/gps),accept (re-anchored by two),0.00329099,1,0.00329099,1,0.0124809,1,0.68737,1
1542.77,1546.99,250.415,-4.6699,-4.444,4.228,31.0604,1,4,22,0.4063,-155.875,2.22693,4.54035,-160.415,ACCEPT,1,-160.415,0,1,0,0,4.6699,17.0054,1542.77,0,stale (withholding /odometry/gps),accept (re-anchored by two),0.0250522,1,0.0067982,1,0.00677128,1,0.696945,1
1542.97,1547.19,245.811,-4.6043,-3.621,3.49605,34.5564,1,4,22,0.358,-153.535,1.91457,2.27587,-155.811,ACCEPT,1,-155.811,0,1,0,0,4.6043,17.0054,1542.97,0,stale (withholding /odometry/gps),accept (re-anchored by two),0.0116611,1,0.0117627,1,0.0117627,1,0.705253,1
1543.17,1547.39,243.439,-2.3719,-2.716,2.55027,37.1067,1,4,22,0.2807,-151.294,1.54853,2.14475,-153.439,ACCEPT,1,-153.439,0,1,0,0,2.3719,17.0054,1543.18,0,stale (withholding /odometry/gps),accept (re-anchored by two),0.00357588,1,1.2083e-05,1,0.0035768,1,0.709089,1
